# Supplementary Table T4. SCENIC regulons and regulon specificity scores (RSS).
# 200 active regulons x 18 clusters (pySCENIC, 20-run consensus; 7,878-cell/8-sample
# subset). regulon suffix (+)/(-) = activating/repressing. RSS = Jensen-Shannon specificity;
# rss_rank_in_cluster = 1 is the most cluster-specific regulon. Long format: one row per (cluster, regulon).
cluster	regulon	RSS	rss_rank_in_cluster
7	MAFB_(+)	0.1742	185
7	ATF3_(-)	0.1741	186
7	TCF7L2_(+)	0.1741	186
7	MZF1_(+)	0.1733	188
7	GABPA_(+)	0.1732	189
7	GATA6_(+)	0.1726	190
7	CHURC1_(+)	0.1723	191
7	RXRA_(-)	0.1722	192
7	DLX2_(+)	0.1717	193
7	SOX13_(+)	0.1713	194
7	IRX4_(+)	0.17	195
7	MAFA_(+)	0.1698	196
7	HOXD1_(+)	0.1674	197
7	IRF8_(+)	0.1674	197
7	LHX6_(+)	0.1674	197
7	USF2_(+)	0.1674	197
8	FOXM1_(+)	0.3765	1
8	E2F8_(+)	0.2987	2
8	NFYB_(+)	0.298	3
8	FOXA2_(-)	0.2882	4
8	MYBL1_(+)	0.2875	5
8	HOXA13_(+)	0.2786	6
8	GATA2_(+)	0.272	7
8	SIN3A_(+)	0.2701	8
8	ILF2_(+)	0.2699	9
8	E2F2_(+)	0.269	10
8	MYBL2_(+)	0.2686	11
8	ZEB1_(-)	0.2614	12
8	FOXA1_(+)	0.2613	13
8	ZEB2_(-)	0.2604	14
8	TCF3_(+)	0.2571	15
8	E2F1_(+)	0.2568	16
8	FOXP1_(+)	0.2559	17
8	JUN_(+)	0.2558	18
8	GLI3_(+)	0.2538	19
8	DBP_(+)	0.2528	20
8	MAZ_(+)	0.2526	21
8	FOS_(+)	0.2521	22
8	SRF_(+)	0.2519	23
8	JUNB_(+)	0.2516	24
8	FOSB_(+)	0.2515	25
8	HOXB13_(+)	0.2515	25
8	FOXO3_(+)	0.2514	27
8	GATAD1_(+)	0.2513	28
8	BRCA1_(+)	0.2506	29
8	CEBPB_(+)	0.2505	30
8	TFDP2_(+)	0.2503	31
8	YY1_(+)	0.2502	32
8	ATF3_(+)	0.2496	33
8	JUND_(+)	0.2482	34
8	VEZF1_(+)	0.2477	35
8	EGR1_(+)	0.2476	36
8	EGR2_(+)	0.2473	37
8	TCF7_(+)	0.2473	37
8	PURA_(+)	0.2471	39
8	SMAD3_(+)	0.247	40
8	KLF4_(+)	0.2469	41
8	ZFX_(+)	0.2463	42
8	NFIC_(+)	0.2461	43
8	MZF1_(+)	0.246	44
8	STAT1_(+)	0.2459	45
8	MXD1_(+)	0.2458	46
8	MAFF_(+)	0.2455	47
8	SPDEF_(+)	0.2453	48
8	KLF6_(+)	0.2452	49
8	ZNF580_(+)	0.2452	49
8	STAT3_(+)	0.2439	51
8	MECP2_(+)	0.2437	52
8	POU2F1_(+)	0.2437	52
8	CHD1_(+)	0.2436	54
8	ELF3_(+)	0.2436	54
8	MTF2_(+)	0.2434	56
8	SOX4_(+)	0.2434	56
8	ZNF148_(+)	0.2434	56
8	BCLAF1_(+)	0.243	59
8	SATB2_(+)	0.243	59
8	YBX1_(+)	0.2426	61
8	BARX2_(+)	0.2419	62
8	BPTF_(+)	0.2419	62
8	NFKB1_(+)	0.2419	62
8	RXRA_(+)	0.2418	65
8	NKX3-1_(+)	0.2417	66
8	MAFG_(+)	0.2409	67
8	CEBPD_(+)	0.2408	68
8	BACH1_(+)	0.2407	69
8	TCF7L1_(+)	0.2402	70
8	ELK4_(+)	0.24	71
8	ZBTB21_(+)	0.2398	72
8	KLF5_(+)	0.2397	73
8	TEAD1_(+)	0.2394	74
8	ZNF704_(+)	0.2393	75
8	RFX3_(+)	0.2386	76
8	E2F3_(+)	0.2382	77
8	NR3C1_(+)	0.2382	77
8	PLAGL1_(+)	0.2377	79
8	SP3_(+)	0.2375	80
8	ATF3_(-)	0.2371	81
8	ELF1_(+)	0.237	82
8	NFE2L2_(+)	0.2369	83
8	STAT2_(+)	0.2365	84
8	ELF2_(+)	0.2364	85
8	EGR3_(+)	0.2363	86
8	EP300_(+)	0.2356	87
8	IRX2_(+)	0.2347	88
8	MBD2_(+)	0.2346	89
8	NFIA_(+)	0.2343	90
8	FOXN2_(+)	0.234	91
8	TFDP1_(+)	0.2333	92
8	EVX1_(+)	0.232	93
8	PHF20_(+)	0.2308	94
8	MAFK_(+)	0.2301	95
8	KLF7_(+)	0.2286	96
8	BHLHE40_(+)	0.2285	97
8	HMGA2_(+)	0.2279	98
8	VAX2_(+)	0.2279	98
8	FOXO3_(-)	0.2272	100
8	RFX2_(+)	0.2271	101
8	SMARCC2_(+)	0.227	102
8	IRF1_(+)	0.2269	103
8	RB1_(+)	0.2268	104
8	MAF_(+)	0.2265	105
8	MXI1_(+)	0.2264	106
8	E2F7_(+)	0.2263	107
8	SOX9_(+)	0.2243	108
8	TAF1_(+)	0.2241	109
8	NFIB_(+)	0.2233	110
8	HNF4A_(+)	0.2225	111
8	FLI1_(+)	0.222	112
8	BCL6_(+)	0.2216	113
8	POU3F1_(+)	0.2213	114
8	BACH2_(+)	0.2208	115
8	IRF7_(+)	0.2208	115
8	SP4_(+)	0.2194	117
8	PAX4_(+)	0.2182	118
8	ZNF519_(+)	0.2182	118
8	SOX11_(+)	0.2176	120
8	IRX4_(+)	0.2168	121
8	IRF9_(+)	0.2163	122
8	ETS1_(+)	0.2162	123
8	KLF12_(+)	0.216	124
8	SREBF2_(+)	0.216	124
8	NFE2L1_(+)	0.2143	126
8	SIX1_(+)	0.2139	127
8	DLX1_(+)	0.2136	128
8	RELB_(+)	0.2115	129
8	ZNF354C_(+)	0.2074	130
8	ATOH1_(+)	0.2065	131
8	ETV6_(+)	0.2051	132
8	MYB_(+)	0.202	133
8	RUNX3_(+)	0.2016	134
8	HMGA1_(+)	0.2012	135
8	EBF1_(-)	0.1976	136
8	RARG_(+)	0.1972	137
8	FOXO1_(+)	0.1957	138
8	BCL11A_(+)	0.1947	139
8	HOXD10_(+)	0.192	140
8	PRDM1_(+)	0.1919	141
8	DRGX_(+)	0.191	142
8	TBP_(+)	0.1898	143
8	CEBPG_(+)	0.1886	144
8	CEBPA_(+)	0.1879	145
8	HOXA13_(-)	0.1877	146
8	HOXA10_(+)	0.1874	147
8	EBF1_(+)	0.1873	148
8	MAFB_(+)	0.1872	149
8	RXRG_(+)	0.1837	150
8	DLX2_(+)	0.1831	151
8	TCF7L2_(+)	0.183	152
8	PGR_(+)	0.1826	153
8	ARID3A_(+)	0.1818	154
8	PDLIM5_(-)	0.1817	155
8	MSX1_(+)	0.1806	156
8	EHF_(-)	0.1797	157
8	MAF_(-)	0.1797	157
8	MAFF_(-)	0.1797	157
8	LTF_(+)	0.1794	160
8	SMAD4_(+)	0.1791	161
8	OVOL2_(+)	0.179	162
8	HLTF_(+)	0.1784	163
8	ERG_(-)	0.1773	164
8	GATA2_(-)	0.1773	164
8	THRB_(-)	0.1764	166
8	MAFA_(+)	0.1762	167
8	GATA6_(+)	0.1757	168
8	ELF4_(+)	0.175	169
8	CREM_(+)	0.1745	170
8	RXRA_(-)	0.174	171
8	PAX7_(+)	0.1729	172
8	FOXA2_(+)	0.1728	173
8	ASCL1_(+)	0.172	174
8	SOX2_(+)	0.172	174
8	FOXI1_(+)	0.1718	176
8	SOX13_(+)	0.1717	177
8	IRF8_(+)	0.1709	178
8	USF2_(+)	0.1703	179
8	ETV5_(+)	0.1699	180
8	IRF5_(+)	0.1698	181
8	ISL1_(+)	0.1698	181
8	HOXA10_(-)	0.1697	183
8	IRF6_(-)	0.1696	184
8	MNX1_(+)	0.1694	185
8	HOXD1_(+)	0.1693	186
8	CHURC1_(+)	0.1688	187
8	IRF1_(-)	0.1688	187
8	TFAP2C_(-)	0.1688	187
8	NEUROD1_(+)	0.1684	190
8	NHLH1_(+)	0.1682	191
8	FOS_(-)	0.1678	192
8	LEF1_(-)	0.1677	193
8	FOXG1_(+)	0.1674	194
8	GABPA_(+)	0.1674	194
8	IKZF2_(-)	0.1674	194
8	KLF4_(-)	0.1674	194
8	LHX6_(+)	0.1674	194
8	SIX5_(+)	0.1674	194
8	TCF7L1_(-)	0.1674	194
9	NHLH1_(+)	0.4098	1
9	IKZF2_(-)	0.3548	2
9	FOS_(-)	0.3482	3
9	ATOH1_(+)	0.3363	4
9	ISL1_(+)	0.3322	5
9	HOXA10_(-)	0.3315	6
9	MAF_(-)	0.3289	7
9	MYB_(+)	0.3277	8
9	SIX1_(+)	0.3243	9
9	GATA2_(-)	0.3237	10
9	ETV5_(+)	0.3213	11
9	TCF7L1_(-)	0.3207	12
9	EHF_(-)	0.3196	13
9	ERG_(-)	0.3182	14
9	PDLIM5_(-)	0.3174	15
9	SOX2_(+)	0.3147	16
9	IRF1_(-)	0.3145	17
9	EBF1_(+)	0.3115	18
9	FOXA2_(+)	0.311	19
9	THRB_(-)	0.311	19
9	BCL11A_(+)	0.3095	21
9	MAFF_(-)	0.3061	22
9	MNX1_(+)	0.3042	23
9	DRGX_(+)	0.3002	24
9	ETV6_(+)	0.2951	25
9	SOX11_(+)	0.2933	26
9	RUNX3_(+)	0.2896	27
9	E2F7_(+)	0.2887	28
9	ASCL1_(+)	0.2871	29
9	DLX1_(+)	0.2846	30
9	IRF6_(-)	0.2836	31
9	IRX2_(+)	0.2833	32
9	LEF1_(-)	0.2827	33
9	KLF12_(+)	0.2765	34
9	PAX4_(+)	0.2744	35
9	RXRG_(+)	0.2744	35
9	RB1_(+)	0.2721	37
9	TFDP1_(+)	0.2687	38
9	VAX2_(+)	0.2683	39
9	BACH2_(+)	0.266	40
9	HMGA1_(+)	0.2653	41
9	MYBL2_(+)	0.2651	42
9	BRCA1_(+)	0.2631	43
9	ZNF354C_(+)	0.2602	44
9	SP4_(+)	0.2595	45
9	NFIB_(+)	0.2581	46
9	FLI1_(+)	0.2577	47
9	KLF7_(+)	0.2567	48
9	HOXA13_(-)	0.2558	49
9	E2F1_(+)	0.2557	50
9	HMGA2_(+)	0.255	51
9	E2F8_(+)	0.2548	52
9	SRF_(+)	0.2542	53
9	MYBL1_(+)	0.2534	54
9	RFX2_(+)	0.2533	55
9	SP3_(+)	0.2533	55
9	YBX1_(+)	0.2518	57
9	ILF2_(+)	0.2509	58
9	MTF2_(+)	0.2507	59
9	E2F3_(+)	0.2502	60
9	ETS1_(+)	0.2497	61
9	ELF2_(+)	0.2495	62
9	NFIA_(+)	0.2483	63
9	E2F2_(+)	0.2482	64
9	EGR3_(+)	0.248	65
9	FOXO1_(+)	0.247	66
9	MAZ_(+)	0.2468	67
9	RFX3_(+)	0.2454	68
9	BHLHE40_(+)	0.2452	69
9	FOXM1_(+)	0.2448	70
9	PHF20_(+)	0.2436	71
9	MXI1_(+)	0.2435	72
9	POU2F1_(+)	0.2434	73
9	ZNF704_(+)	0.2432	74
9	ZNF580_(+)	0.2426	75
9	FOXN2_(+)	0.242	76
9	VEZF1_(+)	0.2417	77
9	NR3C1_(+)	0.241	78
9	BCLAF1_(+)	0.2406	79
9	SIN3A_(+)	0.2405	80
9	TEAD1_(+)	0.2396	81
9	HNF4A_(+)	0.2393	82
9	BPTF_(+)	0.2388	83
9	NFE2L2_(+)	0.2379	84
9	ZNF148_(+)	0.2378	85
9	EVX1_(+)	0.2374	86
9	JUND_(+)	0.2373	87
9	EP300_(+)	0.2368	88
9	CHD1_(+)	0.2367	89
9	YY1_(+)	0.2362	90
9	SOX4_(+)	0.235	91
9	EGR1_(+)	0.2348	92
9	EGR2_(+)	0.2348	92
9	NFIC_(+)	0.2345	94
9	HOXB13_(+)	0.2338	95
9	MECP2_(+)	0.2328	96
9	SPDEF_(+)	0.2324	97
9	ZBTB21_(+)	0.2324	97
9	POU3F1_(+)	0.2307	99
9	ZFX_(+)	0.2306	100
9	BACH1_(+)	0.2301	101
9	MAF_(+)	0.2297	102
9	FOXO3_(-)	0.2296	103
9	SMAD3_(+)	0.2292	104
9	NFYB_(+)	0.2291	105
9	KLF5_(+)	0.229	106
9	SREBF2_(+)	0.2283	107
9	ELF1_(+)	0.2278	108
9	PLAGL1_(+)	0.2277	109
9	SATB2_(+)	0.2274	110
9	FOS_(+)	0.2262	111
9	MBD2_(+)	0.2244	112
9	KLF6_(+)	0.224	113
9	TFDP2_(+)	0.224	113
9	KLF4_(-)	0.2239	115
9	HOXD10_(+)	0.2236	116
9	MAFG_(+)	0.2223	117
9	TCF7L1_(+)	0.2219	118
9	NFKB1_(+)	0.2218	119
9	ARID3A_(+)	0.2215	120
9	STAT1_(+)	0.2213	121
9	GATAD1_(+)	0.2208	122
9	FOXO3_(+)	0.2201	123
9	GLI3_(+)	0.22	124
9	IRF1_(+)	0.2194	125
9	SOX9_(+)	0.2185	126
9	RXRA_(+)	0.2182	127
9	NKX3-1_(+)	0.2172	128
9	TCF3_(+)	0.2166	129
9	FOXA2_(-)	0.216	130
9	HOXA13_(+)	0.216	130
9	MAFK_(+)	0.2148	132
9	PURA_(+)	0.2141	133
9	FOXP1_(+)	0.2128	134
9	ZEB2_(-)	0.2128	134
9	FOSB_(+)	0.2116	136
9	STAT3_(+)	0.2109	137
9	ATF3_(+)	0.2106	138
9	JUN_(+)	0.2105	139
9	KLF4_(+)	0.2105	139
9	SMARCC2_(+)	0.2099	141
9	CEBPB_(+)	0.2087	142
9	ELF4_(+)	0.2081	143
9	HOXA10_(+)	0.2045	144
9	FOXA1_(+)	0.2041	145
9	HOXD1_(+)	0.2038	146
9	BARX2_(+)	0.2016	147
9	MAFF_(+)	0.2016	147
9	MXD1_(+)	0.2008	149
9	STAT2_(+)	0.2005	150
9	TBP_(+)	0.1979	151
9	JUNB_(+)	0.197	152
9	CEBPG_(+)	0.1968	153
9	CEBPD_(+)	0.1936	154
9	DBP_(+)	0.193	155
9	TAF1_(+)	0.1919	156
9	BCL6_(+)	0.1892	157
9	IRF7_(+)	0.1886	158
9	ZEB1_(-)	0.1878	159
9	TCF7_(+)	0.1874	160
9	ZNF519_(+)	0.185	161
9	GATA2_(+)	0.1847	162
9	RELB_(+)	0.1828	163
9	TFAP2C_(-)	0.1827	164
9	RARG_(+)	0.1818	165
9	PGR_(+)	0.181	166
9	ATF3_(-)	0.1798	167
9	ELF3_(+)	0.1792	168
9	NFE2L1_(+)	0.1791	169
9	FOXI1_(+)	0.1787	170
9	PAX7_(+)	0.1779	171
9	IRF9_(+)	0.1778	172
9	LTF_(+)	0.1772	173
9	HLTF_(+)	0.177	174
9	CHURC1_(+)	0.1764	175
9	CEBPA_(+)	0.1759	176
9	ELK4_(+)	0.1754	177
9	SMAD4_(+)	0.1754	177
9	PRDM1_(+)	0.1747	179
9	EBF1_(-)	0.1746	180
9	NEUROD1_(+)	0.1744	181
9	GATA6_(+)	0.174	182
9	MSX1_(+)	0.1715	183
9	MAFB_(+)	0.1714	184
9	OVOL2_(+)	0.1714	184
9	IRF5_(+)	0.1701	186
9	MZF1_(+)	0.1699	187
9	TCF7L2_(+)	0.1693	188
9	IRX4_(+)	0.1691	189
9	CREM_(+)	0.1687	190
9	FOXG1_(+)	0.1685	191
9	MAFA_(+)	0.1679	192
9	SOX13_(+)	0.1679	192
9	DLX2_(+)	0.1674	194
9	GABPA_(+)	0.1674	194
9	IRF8_(+)	0.1674	194
9	LHX6_(+)	0.1674	194
9	RXRA_(-)	0.1674	194
9	SIX5_(+)	0.1674	194
9	USF2_(+)	0.1674	194
10	HOXD10_(+)	0.4202	1
10	ASCL1_(+)	0.4075	2
10	HOXA10_(+)	0.3805	3
10	GATA2_(-)	0.3216	4
10	SOX2_(+)	0.3212	5
10	ELF4_(+)	0.3071	6
10	MAF_(-)	0.2965	7
10	IRF1_(-)	0.2959	8
10	SP4_(+)	0.2945	9
10	PAX4_(+)	0.2943	10
10	PDLIM5_(-)	0.2921	11
10	ERG_(-)	0.2897	12
10	FOXO1_(+)	0.2852	13
10	EHF_(-)	0.285	14
10	FLI1_(+)	0.2824	15
10	SOX11_(+)	0.2813	16
10	KLF12_(+)	0.2808	17
10	EVX1_(+)	0.2794	18
10	THRB_(-)	0.2783	19
10	HOXA13_(-)	0.2752	20
10	ETV5_(+)	0.2745	21
10	EBF1_(+)	0.2743	22
10	RB1_(+)	0.2732	23
10	E2F7_(+)	0.2731	24
10	DLX1_(+)	0.2727	25
10	ETS1_(+)	0.2676	26
10	BCL11A_(+)	0.2659	27
10	BACH2_(+)	0.2649	28
10	SP3_(+)	0.2639	29
10	MTF2_(+)	0.2636	30
10	ZNF354C_(+)	0.2631	31
10	TFDP1_(+)	0.262	32
10	POU2F1_(+)	0.2616	33
10	ELF1_(+)	0.2599	34
10	RFX2_(+)	0.2581	35
10	SOX4_(+)	0.2569	36
10	KLF7_(+)	0.2567	37
10	RFX3_(+)	0.2565	38
10	ATOH1_(+)	0.2562	39
10	ELF2_(+)	0.2562	39
10	MYBL2_(+)	0.2562	39
10	BRCA1_(+)	0.2561	42
10	NFIB_(+)	0.2561	42
10	ETV6_(+)	0.256	44
10	KLF5_(+)	0.2559	45
10	E2F3_(+)	0.2551	46
10	DRGX_(+)	0.2547	47
10	MAFF_(-)	0.2544	48
10	E2F2_(+)	0.2536	49
10	VEZF1_(+)	0.2536	49
10	SIN3A_(+)	0.2535	51
10	MYBL1_(+)	0.2529	52
10	E2F1_(+)	0.2525	53
10	RXRG_(+)	0.2521	54
10	ZNF148_(+)	0.2516	55
10	PGR_(+)	0.2511	56
10	PHF20_(+)	0.2505	57
10	HMGA1_(+)	0.2498	58
10	ZNF704_(+)	0.2491	59
10	CHD1_(+)	0.249	60
10	MBD2_(+)	0.2487	61
10	SATB2_(+)	0.2477	62
10	BCLAF1_(+)	0.2475	63
10	ISL1_(+)	0.247	64
10	TEAD1_(+)	0.247	64
10	BPTF_(+)	0.2466	66
10	EGR1_(+)	0.2466	66
10	ARID3A_(+)	0.2462	68
10	MXI1_(+)	0.2461	69
10	MECP2_(+)	0.2453	70
10	SMARCC2_(+)	0.2453	70
10	SIX1_(+)	0.2452	72
10	ZBTB21_(+)	0.2449	73
10	E2F8_(+)	0.244	74
10	FOXN2_(+)	0.244	74
10	HMGA2_(+)	0.2434	76
10	YY1_(+)	0.2424	77
10	YBX1_(+)	0.2422	78
10	EGR3_(+)	0.2416	79
10	NFKB1_(+)	0.2416	79
10	NR3C1_(+)	0.2415	81
10	SMAD3_(+)	0.2413	82
10	SRF_(+)	0.2406	83
10	ILF2_(+)	0.2402	84
10	SOX9_(+)	0.24	85
10	NFIA_(+)	0.2399	86
10	KLF6_(+)	0.2383	87
10	EP300_(+)	0.2382	88
10	TCF7L1_(+)	0.238	89
10	PLAGL1_(+)	0.2374	90
10	ZEB2_(-)	0.2374	90
10	HNF4A_(+)	0.2366	92
10	MAF_(+)	0.2365	93
10	NFIC_(+)	0.2363	94
10	HOXA13_(+)	0.2362	95
10	LEF1_(-)	0.2361	96
10	IRX2_(+)	0.2359	97
10	TFDP2_(+)	0.2355	98
10	BACH1_(+)	0.2353	99
10	MAZ_(+)	0.2352	100
10	JUND_(+)	0.2348	101
10	ZFX_(+)	0.2346	102
10	BARX2_(+)	0.2343	103
10	NKX3-1_(+)	0.2336	104
10	POU3F1_(+)	0.2336	104
10	IRF1_(+)	0.2333	106
10	FOXO3_(+)	0.233	107
10	EGR2_(+)	0.2329	108
10	FOS_(+)	0.2326	109
10	ZNF580_(+)	0.2326	109
10	FOS_(-)	0.2322	111
10	BHLHE40_(+)	0.232	112
10	NFE2L2_(+)	0.232	112
10	STAT3_(+)	0.231	114
10	GABPA_(+)	0.2295	115
10	HOXB13_(+)	0.2292	116
10	SPDEF_(+)	0.2292	116
10	STAT1_(+)	0.2291	118
10	GLI3_(+)	0.2284	119
10	PURA_(+)	0.2276	120
10	ATF3_(+)	0.2274	121
10	FOXP1_(+)	0.2267	122
10	RXRA_(+)	0.2264	123
10	FOXM1_(+)	0.225	124
10	IKZF2_(-)	0.2244	125
10	GATAD1_(+)	0.224	126
10	MYB_(+)	0.2238	127
10	FOSB_(+)	0.2224	128
10	MAFG_(+)	0.2222	129
10	FOXA2_(+)	0.2212	130
10	JUN_(+)	0.2209	131
10	FOXA1_(+)	0.2206	132
10	CEBPB_(+)	0.2202	133
10	TCF7L1_(-)	0.2199	134
10	KLF4_(+)	0.2197	135
10	KLF4_(-)	0.2189	136
10	MXD1_(+)	0.2181	137
10	CEBPD_(+)	0.218	138
10	NFYB_(+)	0.2179	139
10	RUNX3_(+)	0.2177	140
10	MAFF_(+)	0.2176	141
10	MAFK_(+)	0.217	142
10	JUNB_(+)	0.2161	143
10	TCF3_(+)	0.2161	143
10	TAF1_(+)	0.2148	145
10	CEBPG_(+)	0.2137	146
10	TBP_(+)	0.2122	147
10	ATF3_(-)	0.2117	148
10	IRF6_(-)	0.2114	149
10	STAT2_(+)	0.2107	150
10	SREBF2_(+)	0.2085	151
10	NEUROD1_(+)	0.2078	152
10	FOXO3_(-)	0.2071	153
10	IRF7_(+)	0.206	154
10	MNX1_(+)	0.2044	155
10	VAX2_(+)	0.203	156
10	TCF7_(+)	0.2014	157
10	DBP_(+)	0.2009	158
10	LTF_(+)	0.2004	159
10	PRDM1_(+)	0.1997	160
10	NFE2L1_(+)	0.1994	161
10	ELF3_(+)	0.1971	162
10	HOXA10_(-)	0.1964	163
10	MSX1_(+)	0.1958	164
10	TFAP2C_(-)	0.1946	165
10	BCL6_(+)	0.1944	166
10	ZEB1_(-)	0.1944	166
10	GATA2_(+)	0.1934	168
10	IRF5_(+)	0.1919	169
10	RELB_(+)	0.1918	170
10	CREM_(+)	0.1917	171
10	NHLH1_(+)	0.1911	172
10	FOXA2_(-)	0.1909	173
10	MZF1_(+)	0.1898	174
10	RARG_(+)	0.188	175
10	GATA6_(+)	0.1849	176
10	SOX13_(+)	0.1848	177
10	FOXI1_(+)	0.1824	178
10	IRF9_(+)	0.1824	178
10	CEBPA_(+)	0.1795	180
10	EBF1_(-)	0.1795	180
10	HLTF_(+)	0.1795	180
10	SMAD4_(+)	0.1794	183
10	ZNF519_(+)	0.1777	184
10	OVOL2_(+)	0.1771	185
10	ELK4_(+)	0.177	186
10	IRX4_(+)	0.1753	187
10	PAX7_(+)	0.1748	188
10	DLX2_(+)	0.1747	189
10	FOXG1_(+)	0.1723	190
10	MAFB_(+)	0.1713	191
10	IRF8_(+)	0.1706	192
10	TCF7L2_(+)	0.1699	193
10	CHURC1_(+)	0.1689	194
10	MAFA_(+)	0.1685	195
10	HOXD1_(+)	0.1674	196
10	LHX6_(+)	0.1674	196
10	RXRA_(-)	0.1674	196
10	SIX5_(+)	0.1674	196
10	USF2_(+)	0.1674	196
11	IRX4_(+)	0.3893	1
11	ELK4_(+)	0.3488	2
11	RARG_(+)	0.3172	3
11	MAF_(+)	0.3032	4
11	IRF9_(+)	0.3002	5
11	NKX3-1_(+)	0.2973	6
11	ZEB1_(-)	0.2973	6
11	IRF7_(+)	0.2949	8
11	ELF3_(+)	0.2939	9
11	RXRA_(+)	0.2856	10
11	TCF7_(+)	0.2829	11
11	STAT1_(+)	0.2756	12
11	ZFX_(+)	0.2734	13
11	TCF3_(+)	0.2729	14
11	SPDEF_(+)	0.2708	15
11	KLF4_(+)	0.2681	16
11	MAFF_(+)	0.2677	17
11	NFYB_(+)	0.2661	18
11	FOXO3_(+)	0.2626	19
11	MXD1_(+)	0.2611	20
11	STAT3_(+)	0.2597	21
11	FOSB_(+)	0.2595	22
11	FOXP1_(+)	0.2595	22
11	TFDP2_(+)	0.2582	24
11	GATA2_(+)	0.258	25
11	JUN_(+)	0.2577	26
11	SREBF2_(+)	0.2577	26
11	HOXB13_(+)	0.2573	28
11	NFIC_(+)	0.257	29
11	ZNF580_(+)	0.2569	30
11	KLF6_(+)	0.2563	31
11	FOXO3_(-)	0.2552	32
11	ATF3_(-)	0.255	33
11	CEBPB_(+)	0.2545	34
11	CEBPD_(+)	0.2544	35
11	ATF3_(+)	0.2543	36
11	JUND_(+)	0.2543	36
11	MZF1_(+)	0.2543	36
11	PURA_(+)	0.2534	39
11	IRX2_(+)	0.2524	40
11	JUNB_(+)	0.2523	41
11	BCL6_(+)	0.2508	42
11	FOS_(+)	0.2503	43
11	GATAD1_(+)	0.2498	44
11	NFKB1_(+)	0.2498	44
11	SOX9_(+)	0.2497	46
11	SOX4_(+)	0.2496	47
11	FOXA2_(-)	0.2491	48
11	FOXA1_(+)	0.249	49
11	ZEB2_(-)	0.249	49
11	MAZ_(+)	0.2486	51
11	BACH1_(+)	0.2481	52
11	PLAGL1_(+)	0.248	53
11	ZBTB21_(+)	0.2474	54
11	EP300_(+)	0.2451	55
11	IRF1_(+)	0.2435	56
11	BPTF_(+)	0.2421	57
11	NFE2L2_(+)	0.2411	58
11	TCF7L1_(+)	0.2406	59
11	YBX1_(+)	0.2404	60
11	YY1_(+)	0.2402	61
11	CHD1_(+)	0.2399	62
11	MXI1_(+)	0.2382	63
11	FOXN2_(+)	0.2378	64
11	TEAD1_(+)	0.2375	65
11	ILF2_(+)	0.2367	66
11	BCLAF1_(+)	0.2363	67
11	MBD2_(+)	0.2363	67
11	ZNF148_(+)	0.2363	67
11	EGR1_(+)	0.2358	70
11	STAT2_(+)	0.2353	71
11	VEZF1_(+)	0.2352	72
11	MECP2_(+)	0.2347	73
11	SMAD3_(+)	0.2339	74
11	BHLHE40_(+)	0.2337	75
11	NR3C1_(+)	0.2333	76
11	RFX2_(+)	0.2329	77
11	POU2F1_(+)	0.2322	78
11	KLF5_(+)	0.2306	79
11	EGR2_(+)	0.2303	80
11	ELF1_(+)	0.2303	80
11	SATB2_(+)	0.2296	82
11	ZNF704_(+)	0.2295	83
11	HNF4A_(+)	0.2294	84
11	BARX2_(+)	0.2289	85
11	ELF2_(+)	0.2289	85
11	TCF7L2_(+)	0.2283	87
11	RFX3_(+)	0.2278	88
11	GLI3_(+)	0.2274	89
11	KLF7_(+)	0.2269	90
11	RELB_(+)	0.2269	90
11	NFIB_(+)	0.225	92
11	MAFK_(+)	0.2236	93
11	ETS1_(+)	0.2223	94
11	POU3F1_(+)	0.2223	94
11	E2F3_(+)	0.2222	96
11	SIX1_(+)	0.2221	97
11	HMGA2_(+)	0.2213	98
11	MTF2_(+)	0.2213	98
11	MAFG_(+)	0.2212	100
11	E2F1_(+)	0.2207	101
11	SP3_(+)	0.22	102
11	SRF_(+)	0.2192	103
11	EGR3_(+)	0.2183	104
11	NFIA_(+)	0.2182	105
11	SIN3A_(+)	0.2178	106
11	TFDP1_(+)	0.2169	107
11	SP4_(+)	0.2168	108
11	HOXA13_(+)	0.2153	109
11	BACH2_(+)	0.2135	110
11	KLF12_(+)	0.2122	111
11	BRCA1_(+)	0.212	112
11	PHF20_(+)	0.2119	113
11	TAF1_(+)	0.2119	113
11	FLI1_(+)	0.2093	115
11	RB1_(+)	0.2086	116
11	SMARCC2_(+)	0.2069	117
11	MYBL2_(+)	0.2066	118
11	PAX4_(+)	0.2062	119
11	MAF_(-)	0.2056	120
11	E2F2_(+)	0.2053	121
11	ATOH1_(+)	0.2038	122
11	EBF1_(-)	0.2031	123
11	VAX2_(+)	0.2019	124
11	E2F8_(+)	0.2013	125
11	HMGA1_(+)	0.2012	126
11	MYBL1_(+)	0.1991	127
11	E2F7_(+)	0.1989	128
11	MAFA_(+)	0.1959	129
11	SOX11_(+)	0.194	130
11	EVX1_(+)	0.1922	131
11	BCL11A_(+)	0.191	132
11	CEBPA_(+)	0.191	132
11	DRGX_(+)	0.1906	134
11	EBF1_(+)	0.1856	135
11	CEBPG_(+)	0.1851	136
11	MSX1_(+)	0.1846	137
11	PDLIM5_(-)	0.1843	138
11	FOXM1_(+)	0.1833	139
11	DLX1_(+)	0.183	140
11	IRF1_(-)	0.1824	141
11	DBP_(+)	0.1822	142
